id,reasoning,answer,article_text,sphere,source,date
33,"Статья говорит о потенциальном возвращении Renault в Россию. Это событие может позитивно повлиять на российский авторынок, стимулируя конкуренцию и предложение новых моделей. Однако, финансовый директор Renault оценивает возможность возвращения как маловероятную. ",25.0," Москва. 20 февраля. INTERFAX.RU - Гендиректор Renault Лука де Мео не исключает возможность возврата компании к ведению бизнеса в РФ при наличии соответствующей возможности, пишет Financial Times. Издание напоминает, что выручка Renault от российского бизнеса до ухода компании из РФ после начала военной операции на территории Украины составляла десятую часть от глобального оборота группы. В 2022 году концерн продал свой российский завод и 68-процентную долю в ""АвтоВАЗе"" в рамках символических сделок за рубль, списав по итогам того года 2,2 млрд евро от прекращения операций в РФ. Вместе с тем компания сохранила опцион на возврат в течение шести лет. Как пишет FT, де Мео на вопрос о возможности возвращении Renault в РФ отметил, что ""не думал о подобном сценарии, потому что все постоянно меняется"", однако в компании намерены ""посмотреть, как пойдут дела"". ""Я бы предпочел сосредоточиться на построении будущего, а не догонять прошлое... Но мы деловые люди. Когда мы увидим возможность для бизнеса, мы постараемся ухватиться за нее"", - сказал CEO Renault. Текущими приоритетами концерна де Мео назвал ускорение запуска электрических и гибридных автомобилей, что будет соответствовать требованиям по выбросам со стороны ЕС. Глава Renault также напомнил, что после ухода Renault из РФ ""за две недели акции (концерна - ИФ) упали на 30-35%"". ""Все говорили, что мы погибли"", - сказал де Мео, вместе с тем указав на позитивные финансовые результаты концерна по итогам прошедшего 2024 года. Как сообщалось, выручка Renault за 2024 год составила 56,2 млрд евро (+7,4%), операционная прибыль - 2,485 млрд евро (+3,7%). Чистая прибыль упала до 752 млн евро с 2,2 млрд евро в 2023 году - сказался негативный эффект от продажи акций Nissan и обесценения инвестиций Renault в японского автопроизводителя. Финансовый директор Renault Тьерри Пьетон, как отмечает FT, заявил журналистам в четверг, что оценивает возможность компании воспользоваться опционом на возврат в РФ как ""очень маловероятную"".",Финансы,Интерфакс,2025-02-20
34,"Статья сообщает о снижении чистой прибыли АО ""Метафракс Кемикалс"" в 2024 году, несмотря на рост выручки. Это может негативно сказаться на стоимости акций компании и, как следствие, на химическом секторе в целом.  Однако, статья также отмечает рост экспорта продукции, что может быть позитивным сигналом.",-30.0," Москва. 20 февраля. INTERFAX.RU - АО ""Метафракс Кемикалс"" (Губаха, Пермский край) в 2024 году снизило чистую прибыль по РСБУ в 8,4 раза - до 271,9 млн рублей, при росте выручки на 14,8% до 33,2 млрд рублей, говорится в отчетности компании. Как сказано в пояснениях к отчетности, выручка от реализации готовой продукции на экспорт выросла на 12,3% и составила 12,5 млрд рублей. При этом доля экспорта в объеме продаж готовой продукции снизилась с 39,2% в 2023 году до 38,7% в 2024 году. Себестоимость подскочила почти на 30%, в результате валовая прибыль сократилась на 5,8%, до 11,4 млрд рублей. Основные финпоказатели АО ""Метафракс Кемикалс"" (в тысячах рублей): Долгосрочные обязательства компании за год снизились с 38,3 млрд рублей до 29,4 млрд рублей, краткосрочные - возросли с 13 млрд рублей до 13,8 млрд рублей. Кредиторская задолженность увеличилась с 1,5 млрд рублей до 1,6 млрд рублей, дебиторская - сократилась с 5,8 млрд рублей до 4,3 млрд рублей. ""Метафракс групп"" - один из крупнейших производителей метанола и формалина в России. По данным компании, химический дивизион группы включает, в частности, головное предприятие ""Метафракс Кемикалс"", производства формальдегида и синтетических смол ООО ""Метадинеа"" (Пермский край и Московская область), подмосковное АО ""Карболит"". В группу входят торговые, сервисные, инженерно-технологические предприятия. В октябре 2024 года ""Росхим"" на торгах приобрел 97% акций ""Метафракс Кемикалс"". До этого ""Метафракс"" был деприватизирован.",Финансы,Интерфакс,2025-02-20
35,"Статья сообщает о снижении EBITDA, выручки и чистой прибыли «Мечела» в 2024 году. Причиной убытка названы рост себестоимости продаж и финансовых расходов из-за повышения ставки ЦБ. Также компания признала убыток от выбытия зарубежных активов.  Эти факторы негативно скажутся на стоимости акций компании.",-70.0," Москва. 20 февраля. INTERFAX.RU - Консолидированная EBITDA ""Мечела"" в 2024 году упала на 35%, до 55,9 млрд рублей, сообщила компания. Выручка снизилась на 5% и составила 387,5 млрд рублей. Рентабельность по EBITDA, таким образом, сократилась до 14% в сравнении с 21% в 2023 году. Чистый убыток группы по итогам прошлого года составил 37,1 млрд рублей против прибыли в 22,3 млрд рублей годом ранее. ""Формирование убытка главным образом обусловлено ростом себестоимости продаж и финансовых расходов в связи с существенным повышением ставки ЦБ и признанием убытка от выбытия и утраты контроля над зарубежными активами группы"", - пояснил ""Мечел"". Операционный денежный поток снизился на 4% и составил 61,7 млрд рублей. Финансовые расходы группы выросли на 44%, до 45,6 млрд рублей. Чистый долг ""Мечела"" без пеней и штрафов увеличился на 4% и на 31 декабря 2024 года составил 259,4 млрд рублей. Соотношение чистого долга к EBITDA выросло до 4,6х по сравнению с 2,9х на конец 2023 года. На текущую дату стоимость долгового портфеля ""Мечела"" составляет 20,7%. Выручка ""Мечела"" за II полугодие, по подсчетам ""Интерфакса"", составила 181,5 млрд рублей (-14% г/г, - 12% п/п). EBITDA за II полугодие составила 23,1 млрд рублей, сократившись на 30% к I полугодию 2024 года и вдвое - к аналогичному периоду 2023 года. Результат оказался ниже прогнозов аналитиков (24-25 млрд рублей). ""На фоне введения санкций со стороны США компания кардинально пересмотрела сбытовую политику горнодобывающего дивизиона. Потоки продукции были переориентированы на потребителей внутри страны. Это ограничило гибкость в выборе направлений реализации угля, но позволило обеспечить загрузку производства"", - отмечает ""Мечел"". ""Повышение ключевой ставки Банком России до рекордных уровней повлекло за собой рост расходов на обслуживание кредитного портфеля группы и сокращение свободного денежного потока, что наложило ограничения на финансирование капитальных расходов, ремонтных и экологических программ, реализуемых нашими предприятиями (...) Для снижения нагрузки на денежный поток и обеспечения финансирования текущей хозяйственной деятельности группа договорилась о переносе выплат по части основного долга с 2025-2026 годов на 2027-2030 годы"", - говорится в пресс-релизе. ""Мечел"" в 2024 году сократил капвложения на 23%, до 18 млрд рублей.",Финансы,Интерфакс,2025-02-20
36,"Статья сообщает о реструктуризации долга компании ""Мечел"", что снижает ее финансовую нагрузку в ближайшие годы. Это позитивно скажется на стоимости акций компании и, следовательно, на состоянии металлургического сектора.",75.0," Москва. 20 февраля. INTERFAX.RU - ""Мечел"" в конце 2024 года договорился с кредиторами о переносе сроков погашения 35 млрд рублей основного долга с 2025-2026 годов на 2027-2030 годы, говорится в отчете компании. Также компания привлекла у одного из российских банков кредит с лимитом 28 млрд рублей на пополнение оборотного капитала сроком до 2030 года. Кроме того, на 31 декабря 2024 года у ""Мечела"" был неиспользованный остаток по кредитным соглашениям на 11,1 млрд рублей. ""Прочие существенные условия в договорах остались неизменными по сравнению с изначальными договорами. Эти договоренности позволят группе снизить нагрузку на денежный поток в 2025-2026 годах, обеспечить финансирование текущей хозяйственной деятельности и при нормализации рыночных условий своевременно погасить долг. Группа (...) имеет возможности привлечения дополнительного финансирования от российских банков для осуществления платежей, предусмотренных графиками кредитных соглашений на ближайшие двенадцать месяцев после отчетного периода"", - сообщается в отчете. Общий долг ""Мечела"" на конец 2024 года составлял 230,8 млрд рублей, в том числе к погашению по требованию подлежало 221,7 млрд рублей. Компания поясняет, что к 31 декабря не получила вейверы от нескольких российских банков, в результате чего все обязательства по кредитным договорам с нарушениями ковенантов были отражены как краткосрочные. На дату утверждения отчетности за 2024 год ""Мечел"" не получал требований о досрочном погашении долга. Чистый долг ""Мечела"" без пеней и штрафов на конец прошлого года составил 259,4 млрд рублей, соотношение чистого долга к EBITDA выросло до 4,6х по сравнению с 2,9х на конец 2023 года. Почти по всему долгу ""Мечела"" (95% кредитного портфеля) установлены плавающие ставки. Текущая стоимость долгового портфеля группы составляет 20,7%. В рублях номинировано 85% долга меткомпании. Доля банков с госучастием составляет 87%. ""Обсуждение реструктуризации оставшейся неурегулированной задолженности с иностранными банками в размере 3% от общей суммы обязательств было приостановлено в связи со сложившейся геополитической ситуацией. Обсуждение реструктуризации может быть возобновлено, когда появится больше ясности в отношении операций, подпавших под перекрестные ограничения на европейском и российском финансовых рынках"", - сообщает ""Мечел"" в отчете. В 2020 году ""Мечел"" договорился с основными кредиторами - Газпромбанком и ВТБ - о реструктуризации долга. Срок погашения был продлен на семь лет - до марта 2027 года с возможностью дополнительного продления на 3 года. Grace-периода реструктуризация не предполагала. Летом 2023 года суд удовлетворил иск Газпромбанка о взыскании с ""Мечела"" и входящего в группу ""Челябинского металлургического комбината"" суммарно $244,2 млн ($154,8 млн основного долга и $89,4 млн процентов). Осенью стороны заключили мировое соглашение, условия которого предусматривали выплату долга в течение двух лет ""на комфортных для сторон условиях"", конвертацию задолженности в рубли и прощение части общего долга. Это позволило ""Мечелу"" сократить неурегулированные кредитные обязательства в кредитном портфеле с 15% до 3%. ""Прочие существенные условия в договорах остались неизменными по сравнению с изначальными договорами. Эти договоренности позволят группе снизить нагрузку на денежный поток в 2025-2026 годах, обеспечить финансирование текущей хозяйственной деятельности и при нормализации рыночных условий своевременно погасить долг. Группа (...) имеет возможности привлечения дополнительного финансирования от российских банков для осуществления платежей, предусмотренных графиками кредитных соглашений на ближайшие двенадцать месяцев после отчетного периода"", - сообщается в отчете.",Финансы,Интерфакс,2025-02-20
37,Статья сообщает о незначительном сокращении объема золота в резервах Банка России. Это событие не имеет прямого влияния на стоимость акций компаний в энергетическом секторе.,0.0," Москва. 20 февраля. INTERFAX.RU - Банк России в январе сократил объем золота в резервах на 0,1 млн унций (это единицы тонн драгметалла, формат данных ЦБ РФ не позволяет дать более точную оценку). Как сообщил ЦБ РФ, по состоянию на 1 февраля объем монетарного золота в составе международных резервов РФ составил 74,9 млн унций (около 2,33 тыс. тонн) на $206,5 млрд. С начала сентября показатель был на уровне 75 млн унций, теперь же незначительно, на десятую долю процента, снизился. В стоимостном выражении за счет роста цен на драгметалл оценка золотого запаса за январь выросла на 5,5%. ЦБ РФ активно покупал золото в 2014-2019 годах и лидировал среди мировых центробанков по объему закупок. Однако весной 2020 года объявил, что приостанавливает закупку драгметалла - и действительно, с тех пор динамика объема золота в резервах стала менее выраженной. Сокращение объема золота в резервах РФ часто бывает связано с выпуском золотых монет.",Энергетика,Интерфакс,2025-02-20
38,"Статья сообщает о снижении задолженности России по суверенным еврооблигациям перед нерезидентами. Это может свидетельствовать о росте доверия к российской экономике и снижении рисков для иностранных инвесторов, что потенциально положительно скажется на энергетическом секторе.",25.0," Москва. 20 февраля. INTERFAX.RU - Объем задолженности по суверенным еврооблигациям РФ перед нерезидентами в четвертом квартале 2024 года уменьшился на $5,302 млрд, или на 36,8%, до $9,097 млрд с $14,399 млрд, следует из информации на сайте ЦБ РФ. При этом доля задолженности перед нерезидентами в общей сумме обязательств РФ по суверенным еврооблигациям за квартал упала до 28,1% с 44,0%, согласно данным Банка России. В 2024 году задолженность перед нерезидентами уменьшилась на $5,711 млрд, или на 38,6%, с $14,808 млрд. В 2023 году она сократилась на $1,499 млрд, или на 9,2%, с $16,307 млрд после снижения в 2022 году на $3,652 млрд, или на 18,3%, с $19,959 млрд. Таким образом, за эти три года задолженность снизилась на $10,862 млрд, или на 54,4% (в 2,2 раза). По состоянию на 1 января 2025 года объем обязательств перед нерезидентами по еврооблигациям РФ стал минимальным за весь период наблюдения (данные ЦБ РФ приведены с 1 января 2012 года), так же, как и доля нерезидентов в российских евробондах. Задолженность перед нерезидентами по российским евробондам была максимальной за эти 13 лет по состоянию на 1 октября 2013 года - $30,780 млрд (теперь она меньше в 3,4 раза), доля нерезидентов в общей задолженности - 1 июля 2022 года - 76,4% (сейчас она снизилась в 2,7 раза).  ",Энергетика,Интерфакс,2025-02-20
39,"Статья сообщает о росте выручки и прибыли EPAM Systems Inc., IT-компании, которая продала свой российский бизнес в 2023 году.  Поскольку компания больше не работает на российском рынке, влияние этой новости на стоимость акций российских компаний будет незначительным.",5.0," Москва. 20 февраля. INTERFAX.RU - Выручка разработчика программного обеспечения EPAM Systems Inc. в IV квартале 2024 года выросла на 7,9% в годовом исчислении, до $1,2 млрд, сообщила компания. В органическом выражении в постоянной валюте доходы увеличились на 1%. Доходы от операционной деятельности в IV квартале составили $136,5 млн, что на 11,4% больше, чем за тот же период 2023 года. Чистая прибыль составила $103,3 млн, повысившись на 5,9%. По итогам 2024 года выручка EPAM составила $4,7 млрд, увеличившись по сравнению с 2023 годом на 0,8%. В органическом выражении в постоянной валюте доходы снизились на 1,7%. Доходы от операционной деятельности составили $544,6 млн, что на 8,6% больше, чем в 2023 году. Чистая прибыль в 2024 году составила $454,5 млн, что почти на 9% больше, чем в 2023 году. Компания прогнозирует, что в I квартале 2025 года ее выручка будет в диапазоне от $1,275 млрд до $1,290 млрд, что отражает годовой рост на 10% в средней точке диапазона. Компания ожидает, что годовой рост выручки в органическом выражении останется неизменным. Операционные доходы в I квартале, как ожидает EPAM, составят от 6,5% до 7,5% от выручки. По итогам 2025 года EPAM ожидает темпов роста выручки в годовом исчислении на 10-14,0%. Компания прогнозирует, что темпы роста выручки в органическом выражении составят от 1,0% до 5,0%. Операционные доходы, как ожидается, по итогам 2025 года составят 9-10,0% от выручки. EPAM Systems Inc. основана в 1993 году и является разработчиком заказного программного обеспечения для разных секторов экономики. Офисы компании расположены в 25 странах. В июле 2023 года EPAM продала российский бизнес компании ""Рексофт"".",Финансы,Интерфакс,2025-02-20
40,"Статья посвящена мерам Банка России по борьбе с мошенничеством и дропперами. Введение базы данных дропов и обязательное приостановление переводов на счета из этой базы, а также блокировка карт, может привести к снижению числа мошеннических операций. Это позитивно скажется на стабильности финансовой системы.",65.0," Москва. 20 февраля. INTERFAX.RU - Банк России планирует обсудить с рынком и правоохранительными органами подходы к нахождению лиц в базе дропперов, заявил журналистам в кулуарах форума ""Кибербезопасность в финансах"" директор департамента  информационной безопасности ЦБ Вадим Уваров. ЦБ ведет базу данных, куда вносит данные о мошеннических операциях и получателях этих денег (дропах). С 25 июля 2024 года банки обязаны приостанавливать денежные переводы, если получателем является дроп из базы данных Банка России. Кроме того, кредитные организации обязаны блокировать платежные карты таких лиц и онлайн-банкинг, если информация о них поступила в базу ЦБ от правоохранительных органов. Лица, попавшие в базу данных, могут оспорить это, подав заявление в ЦБ через свой банк или интернет-приемную регулятора. Как рассказал Уваров, регулятор удовлетворяет около 10% таких заявлений. ""Нам нужно подойти к вопросу нахождения людей в этой базе для того, чтобы сроки нахождения в ней были более или менее понятны в том числе и гражданам, и участникам, и правоохранителям. На сессии форума обсуждались разные мнения, разные подходы. Правоохранители выступают за более жесткие подходы для того, чтобы не давать совершать новые преступления"", - заявил Уваров. ""Мы будем однозначно обсуждать эту тему и с рынком, и с правоохранительными органами, чтобы выработать единую систему подходов по нахождению людей в этой базе. Я сейчас не могу сказать, какой будет выработан механизм, сейчас это первые ""подходы к снаряду"""", - добавил он. Как рассказал на одной из сессий форума директор департамента противодействия мошенничеству Сбербанка Сергей Велигодский, в базе дропов у Сбера находится примерно 500 тысяч лиц. ""Мы не выводим из списка. Мы делали эксперименты по ""обелению"". Могу сказать, что значительная доля таких граждан возвращается. (...) Порядка 20%"", - сказал он. Руководитель Центра экосистемной защиты Т-Банка Олег Замиралов считает, что нужно учитывать обстоятельства, при которых человек попал в базу, к примеру, если это разовый случай и человек вернул похищенные деньги. ""Он своим рублем заплатил за то, что в какой-то момент не подумал, решил сдать карту в аренду за 5 тысяч рублей, заплатил за это в итоге 200 тысяч рублей, отдал их жертве из своего кармана, мне кажется, что некий урок он из этого извлек"", - отметил он.",Финансы,Интерфакс,2025-02-20
41,"Статья о финансовых результатах Hasbro Inc., американской компании, не относящейся к российскому рынку. Хотя рост акций и прибыли может косвенно повлиять на глобальный рынок игрушек, влияние на российский сектор финансов незначительное.",5.0," Москва. 20 февраля. INTERFAX.RU - Американский производитель игрушек Hasbro Inc. зафиксировал резкое падение чистого убытка в четвертом квартале 2024 года, а также сократил выручку на 15%, причем скорректированная прибыль и выручка превысили ожидания аналитиков. Как сообщается в пресс-релизе компании, чистый убыток в октябре-декабре составил $34,3 млн, или $0,25 в расчете на акцию, по сравнению с убытком в размере $1,06 млрд, или $7,64 на акцию, за аналогичный период предыдущего года. Скорректированная прибыль составила 46 центов на акцию. Выручка уменьшилась на 15% до $1,1 млрд. Опрошенные FactSet аналитики в среднем оценивали скорректированную прибыль на уровне 34 центов на акцию, выручку - $1,03 млрд. Выручка Hasbro в сегменте Entertainment, включающем производство, распространение и лицензирование видеоконтента, в четвертом квартале рухнула в 10 раз (до $16,3 млн), в сегменте потребительской продукции показатель снизился на 1% (до $746 млн). Доходы подразделения Wizards of the Coast and Digital Gaming, специализирующегося на настольных и цифровых играх (таких как коллекционная карточная игра Magic: The Gathering и настольная ролевая игра Dungeons & Dragons) понизились на 7% до $339 млн. Hasbro прогнозирует, что по итогам 2025 года выручка слабо вырастет без учета колебаний валютных курсов. Также компания планирует получить скорректированную EBITDA в диапазоне $1,1-1,15 млрд. Совет директоров компании утвердил дивиденды в размере $0,7 на акцию (как и год назад). Выплаты назначены на 12 марта, реестр акционеров закроется 3 марта. Котировки акций Hasbro растут на 2,2% в ходе предварительных торгов в четверг. Рыночная стоимость компании за последние 12 месяцев повысилась на 22% до $8,53 млрд.",Финансы,Интерфакс,2025-02-20
42,"Статья сообщает о полной замене HSM-модулей иностранного производства на отечественные в Национальной системе платежных карт (НСПК). Это событие демонстрирует успешную адаптацию к санкциям и повышение технологической независимости российской финансовой системы. Успешная работа НСПК, которая является оператором карт ""Мир"",  положительно скажется на доверии к отечественной платежной системе и может привести к росту ее использования.",65.0," Москва. 20 февраля. INTERFAX.RU - Национальная система платежных карт (НСПК, оператор карт ""Мир"") полностью перешла на HSM-модули отечественного производства. Об этом заявил директор департамента безопасности НСПК Артем Гутник в ходе форума ""Кибербезопасность в финансах"". HSM (Hardware Security Module) – программно-аппаратный модуль, обеспечивающий защиту хранящихся в нем криптографических ключей, с помощью этих модулей осуществляются транзакции по платежным картам. Большинство устройств, которые использовались на российском рынке, поставлялись французской компанией Thales. После введения антироссийских санкций в 2022 году Thales ушла из РФ, аналогов ее продуктов в стране на тот момент не производилось. ""Мы прошли непростую историю с точки зрения, например, замены так называемых HSM, программно-аппаратных модулей безопасности. К слову сказать, сейчас компания НСПК полностью работает на отечественных"", - сказал Гутник. ""Когда мы к этому вопросу подошли, мы поняли, что на рынке не существует решений, которые могли бы закрыть нашу потребность, как оператора платежных систем. Соответственно, мы с Банком России проделали колоссальную работу. То есть были созданы рабочие группы, где принимали участие компании финансовой отрасли, наши компании, Банк России. Только благодаря общим усилиям нам удалось решить такую сложную проблему"", - добавил он. Национальная система платежных карт была создана российскими властями в 2014 году после введения против России ряда санкций. НСПК объявила о начале эмиссии первых карт ""Мир"" в декабре 2015 года. Единственным акционером НСПК является Банк России.",Финансы,Интерфакс,2025-02-20
43,"Статья прогнозирует резкое падение производства грузовых вагонов в России с 2025 года из-за профицита подвижного состава на сети РЖД, ограничений пропускной способности инфраструктуры и низких темпов списания вагонов. Это негативно повлияет на российский вагоностроительный сектор, который является частью энергетической отрасли (транспортировка сырья).",-70.0," Москва. 20 февраля. INTERFAX.RU - Союз ""Объединение вагоностроителей"" видит серьезные предпосылки для кратного падения производства грузовых вагонов в России начиная с 2025 года на фоне борьбы ОАО ""РЖД"" с профицитом подвижного состава на сети, ограничений пропускной способности инфраструктуры, низких объемов списания вагонов и высокой ключевой ставки ЦБ. Об этом заявил исполнительный директор союза Евгений Семенов на транспортном форуме ""Подвижной состав: производство, эксплуатация, ремонт"". Как сказано в его презентации, начиная с 2025 года уровень производства может составить 25-27 тысяч грузовых вагонов, при том, что в 2024 году производство грузовых вагонов выросло на 16% и составило 73,5 тысяч. ""Наши вагоностроительные компании не стоят на месте, практически уже каждый имеет в своей линейке инновационный подвижной состав, который уже доказал свою экономическую эффективность, и линейка эта растет по всем родам. Но в конце 2024 года - начале 2025 года появляются риски, которые все наши ожидания, когда мы будем работать, не покладая рук и ног, могут свестись к нулю. Первое - это непредвиденные решения ""Российских железных дорог"", то что имеется профицит подвижного состава, так называемая ""борьба с профицитом"". В октябре ( 2024 года - ИФ ) эта цифра была на уровне 195 тысяч ( вагонов - ИФ ), уже в конце января она выросла до 400 тысяч. Хочется отметить, что данные выводы коллеги делают по методике расчета баланса потребного парка, которая сегодня проходит апробацию, она не является утвержденным документом, соответственно, делать выводы по данной методике, наверное, преждевременно и неправильно"", - сказал он. Также, по его словам, нерешенным остается вопрос с ограничением пропускных способностей, в то время как машиностроение развивается более быстрыми темпами. Еще одним негативным показателем Семенов назвал низкие темпы списания грузовых вагонов до 2031 года включительно. ""Таким образом наше падение ( производства - ИФ ) может быть кратным, и ни о каких 60 -70 тысячах ( вагонов - ИФ ) и речи может не быть"", - сказал Семенов. Он также предупредил, что собственники подвижного состава весной могут столкнуться с невозможностью приписки новых вагонов на сеть железных дорог на фоне отсутствия места. ""До октября ( 2024 года - ИФ ) приписка вагонов осуществлялась уведомительным характером, на площадь 10 км можно было приписать бесконечное количество вагонов, с октября приписка начала согласовываться с ""Российскими железными дорогами"" (...). Соответственно, этот контроль с отсутствием возможных достаточных площадей остановит, по нашим прогнозам, к концу апреля - к маю данную деятельность ( возможность приписки - ИФ ). Не можешь приписать - не можешь зарегистрировать"", - сказал Семенов. По его словам, на этом фоне уже возник серый бизнес, ""подают площади на регистрацию за деньги"". По мнению Семенова, механизм приписки по приказу № 35 Минтранса - устаревший механизм, который был нужен для определения владельцев подвижного состава. ""На сегодняшний момент с учетом всех информационных баз приписка просто-напросто не нужна, это просто желание владельца инфраструктуры регулировать допуск на инфраструктуру нового подвижного состава"", - отметил он.",Энергетика,Интерфакс,2025-02-20
